id,text,type,topic,target_valence,length_char,notes
A087,"강의 방식, 효율 증가… 다만 비용 인상",amb,교육,-0.03,22,양가 단서
P002,근처 병원 정상화 된다,pos,건강,0.92,12,
N148,보안 취약 논란 증가,neg,기술,-0.97,11,
N018,강의 취소 악화 확인,neg,교육,-0.96,11,
A299,"지원 제도, 호응 확대… 다만 비용 인상",amb,경제,-0.06,22,양가 단서
N083,노후 시설 취소 발생,neg,생활,-0.8,11,
A288,"도심 도로, 접근성 향상… 다만 비용 인상",amb,생활,0.14,23,양가 단서
A056,"야외 공연, 호응 확대… 다만 불편 호소",amb,여가,0.09,22,양가 단서
P143,보안 기능 안정 안착,pos,기술,0.96,11,
A084,"체험 행사, 만족도 개선… 다만 불편 호소",amb,여가,0.15,23,양가 단서
A120,"지역 축제, 호응 확대… 다만 혼잡 우려",amb,생활,-0.11,22,양가 단서
N057,진료 대기 취소 예정,neg,건강,-0.82,11,
P048,소비 쿠폰 정상화 안착,pos,경제,0.79,12,
A025,"클라우드 요금, 편의 상승… 다만 비용 인상",amb,기술,0.1,24,양가 단서
P039,교양 강의 호조 상승,pos,교육,0.76,11,
N082,호환 문제 파손 발생,neg,기술,-0.71,11,
N043,의료 인력 부진 우려,neg,건강,-0.91,11,
N063,도로 공사 악화 발생,neg,생활,-0.88,11,
A022,"강의 방식, 효율 증가… 다만 혼잡 우려",amb,교육,0.1,22,양가 단서
A189,"관광 패스, 호응 확대… 다만 비용 인상",amb,여가,0.02,22,양가 단서
A158,"데이터 공개, 호응 확대… 다만 혼잡 우려",amb,과학,0.14,23,양가 단서
A233,"평가 제도, 만족도 개선… 다만 혼잡 우려",amb,교육,0.11,23,양가 단서
P073,교양 강의 확정 완료,pos,교육,0.72,11,
N101,속도 저하 논란 증가,neg,기술,-0.76,11,
A269,"소비 트렌드, 호응 확대… 다만 학습 곡선",amb,경제,0.02,23,양가 단서
A047,"신형 분석기, 편의 상승… 다만 불편 호소",amb,과학,-0.06,23,양가 단서
A180,"도심 도로, 편의 상승… 다만 학습 곡선",amb,생활,0.13,22,양가 단서
A257,"운동 캠페인, 편의 상승… 다만 비용 인상",amb,건강,-0.03,23,양가 단서
N015,가로등 취소 발생,neg,생활,-0.7,9,
A065,"공원 시설, 접근성 향상… 다만 제약 증가",amb,생활,0.05,23,양가 단서
P075,지역 상권 호조 완료,pos,경제,0.96,11,
P128,임대료 협의 안정 안착,pos,경제,0.73,12,
P068,지역 상권 지원 시작,pos,경제,0.98,11,
A060,"검진 제도, 만족도 개선… 다만 혼잡 우려",amb,건강,0.08,23,양가 단서
A275,"모바일 기기, 호응 확대… 다만 학습 곡선",amb,기술,0.08,23,양가 단서
A036,"가격 정책, 접근성 향상… 다만 제약 증가",amb,경제,-0.13,23,양가 단서
A264,"모바일 기기, 편의 상승… 다만 제약 증가",amb,기술,-0.04,23,양가 단서
A239,"새 업데이트, 만족도 개선… 다만 혼잡 우려",amb,기술,0.04,24,양가 단서
A277,"관측 계획, 효율 증가… 다만 제약 증가",amb,과학,-0.09,22,양가 단서
A103,"신형 분석기, 만족도 개선… 다만 제약 증가",amb,과학,0.04,24,양가 단서
A170,"체험 행사, 접근성 향상… 다만 혼잡 우려",amb,여가,0.1,23,양가 단서
P070,자전거길 호조 안착,pos,생활,0.92,10,
P049,저장 성능 확정 강화,pos,기술,0.97,11,
A118,"비용 구조, 효율 증가… 다만 학습 곡선",amb,경제,-0.01,22,양가 단서
A048,"강의 방식, 만족도 개선… 다만 혼잡 우려",amb,교육,-0.06,23,양가 단서
N114,물가 상승 지연 우려,neg,경제,-0.76,11,
P137,동네 공원 지원 된다,pos,생활,0.75,11,
A191,"보안 정책, 호응 확대… 다만 비용 인상",amb,기술,-0.06,22,양가 단서
P149,창업 지원 지원 안착,pos,경제,0.75,11,
A208,"공공 서비스, 편의 상승… 다만 불편 호소",amb,생활,0.14,23,양가 단서
A258,"연구 프로젝트, 편의 상승… 다만 불편 호소",amb,과학,-0.15,24,양가 단서
N016,의료 인력 중단 증가,neg,건강,-0.98,11,
A234,"공연 좌석, 만족도 개선… 다만 제약 증가",amb,여가,-0.06,23,양가 단서
A221,"모바일 기기, 만족도 개선… 다만 학습 곡선",amb,기술,-0.13,24,양가 단서
A006,"보안 정책, 호응 확대… 다만 불편 호소",amb,기술,0.09,22,양가 단서
A232,"운동 캠페인, 만족도 개선… 다만 학습 곡선",amb,건강,0.15,24,양가 단서
N123,실험 일정 중단 예정,neg,과학,-0.83,11,
A167,"검진 제도, 효율 증가… 다만 혼잡 우려",amb,건강,-0.14,22,양가 단서
N142,소음 민원 파손 지속,neg,생활,-0.93,11,
P031,분석 소프트 안정 활성,pos,과학,0.9,12,
A113,"새 업데이트, 만족도 개선… 다만 비용 인상",amb,기술,0.08,24,양가 단서
A138,"공공 서비스, 만족도 개선… 다만 비용 인상",amb,생활,-0.11,24,양가 단서
A117,"전시 일정, 편의 상승… 다만 혼잡 우려",amb,여가,0.13,22,양가 단서
P106,분석 소프트 정상화 시작,pos,과학,0.75,13,
A261,"비용 구조, 접근성 향상… 다만 제약 증가",amb,경제,-0.15,23,양가 단서
P072,연구 성과 개편 안착,pos,과학,0.86,11,
A016,"도서관 규정, 편의 상승… 다만 제약 증가",amb,교육,0.06,23,양가 단서
A213,"식습관 가이드, 효율 증가… 다만 불편 호소",amb,건강,-0.01,24,양가 단서
A278,"가격 정책, 효율 증가… 다만 불편 호소",amb,경제,0.07,22,양가 단서
A024,"상권 재편, 호응 확대… 다만 혼잡 우려",amb,경제,0.14,22,양가 단서
A249,"지원 제도, 편의 상승… 다만 학습 곡선",amb,경제,0.11,22,양가 단서
A064,"가격 정책, 만족도 개선… 다만 학습 곡선",amb,경제,-0.1,23,양가 단서
A141,"보안 정책, 만족도 개선… 다만 제약 증가",amb,기술,-0.14,23,양가 단서
N030,출시 지연 부진 예정,neg,과학,-0.87,11,
A053,"운동 캠페인, 효율 증가… 다만 비용 인상",amb,건강,-0.01,23,양가 단서
A002,"검진 제도, 만족도 개선… 다만 비용 인상",amb,건강,0.13,23,양가 단서
A078,"검진 제도, 접근성 향상… 다만 비용 인상",amb,건강,0.09,23,양가 단서
A216,"상권 재편, 편의 상승… 다만 학습 곡선",amb,경제,-0.12,22,양가 단서
P108,소규모 전시 정상화 된다,pos,여가,0.94,13,
P122,배터리 효율 안정 된다,pos,기술,0.83,12,
A116,"도서관 규정, 편의 상승… 다만 혼잡 우려",amb,교육,-0.09,23,양가 단서
A243,"전시 일정, 호응 확대… 다만 혼잡 우려",amb,여가,0.14,22,양가 단서
P061,공원 공연 확대 된다,pos,여가,0.76,11,
A144,"공연 좌석, 편의 상승… 다만 불편 호소",amb,여가,0.14,22,양가 단서
N075,버그 보고 지연 확인,neg,기술,-0.86,11,
P045,연구 성과 호조 활성,pos,과학,0.74,11,
A219,"커리큘럼 개편, 효율 증가… 다만 불편 호소",amb,교육,0.0,24,양가 단서
A142,"신형 분석기, 호응 확대… 다만 제약 증가",amb,과학,0.15,23,양가 단서
A297,"평가 제도, 효율 증가… 다만 불편 호소",amb,교육,0.01,22,양가 단서
P135,생활 물가 지원 된다,pos,경제,0.74,11,
N081,비용 증가 지연 예정,neg,경제,-0.97,11,
A220,"상권 재편, 편의 상승… 다만 제약 증가",amb,경제,-0.07,22,양가 단서
A148,"운동 캠페인, 편의 상승… 다만 학습 곡선",amb,건강,-0.1,23,양가 단서
N003,실험 일정 논란 예정,neg,과학,-1.0,11,
P127,체험 부스 정상화 상승,pos,여가,0.84,12,
A085,"가격 정책, 편의 상승… 다만 혼잡 우려",amb,경제,0.1,22,양가 단서
A035,"관광 패스, 호응 확대… 다만 혼잡 우려",amb,여가,-0.15,22,양가 단서
A125,"모바일 기기, 호응 확대… 다만 혼잡 우려",amb,기술,-0.06,23,양가 단서
A077,"새 단지, 호응 확대… 다만 제약 증가",amb,생활,-0.03,21,양가 단서
P053,교양 강의 개선 된다,pos,교육,0.72,11,
N068,매출 부진 악화 우려,neg,경제,-0.75,11,
P112,수면 습관 도입 시작,pos,건강,0.89,11,
N130,데이터 손실 부진 발생,neg,과학,-0.83,12,
N076,가로등 부진 우려,neg,생활,-0.95,9,
A069,"지원 제도, 편의 상승… 다만 비용 인상",amb,경제,-0.04,22,양가 단서
A210,"평가 제도, 호응 확대… 다만 학습 곡선",amb,교육,0.07,22,양가 단서
P022,주민센터 호조 된다,pos,생활,0.91,10,
A088,"전시 일정, 효율 증가… 다만 학습 곡선",amb,여가,-0.06,22,양가 단서
A186,"새 단지, 호응 확대… 다만 학습 곡선",amb,생활,-0.0,21,양가 단서
N128,소음 민원 연기 증가,neg,생활,-0.77,11,
A247,"도서관 규정, 효율 증가… 다만 비용 인상",amb,교육,0.09,23,양가 단서
A122,"도서관 규정, 호응 확대… 다만 학습 곡선",amb,교육,-0.07,23,양가 단서
N129,검사 지연 감소 증가,neg,건강,-0.81,11,
A097,"커리큘럼 개편, 호응 확대… 다만 비용 인상",amb,교육,0.1,24,양가 단서
A253,"평가 제도, 호응 확대… 다만 제약 증가",amb,교육,0.14,22,양가 단서
P059,실험 시설 지원 강화,pos,과학,0.96,11,
N144,예산 부족 감소 확인,neg,과학,-0.99,11,
P058,검진 서비스 확대 안착,pos,건강,0.83,12,
N112,등록금 인상 감소 증가,neg,교육,-0.79,12,
N132,예약 폭주 악화 확인,neg,여가,-0.96,11,
N104,실험 일정 부진 발생,neg,과학,-0.84,11,
A240,"식습관 가이드, 편의 상승… 다만 혼잡 우려",amb,건강,-0.04,24,양가 단서
A096,"연구 프로젝트, 효율 증가… 다만 비용 인상",amb,과학,-0.04,24,양가 단서
A081,"가격 정책, 호응 확대… 다만 혼잡 우려",amb,경제,0.14,22,양가 단서
N140,공급 차질 논란 증가,neg,경제,-0.72,11,
N085,출시 지연 파손 지속,neg,과학,-0.77,11,
A100,"모바일 기기, 편의 상승… 다만 비용 인상",amb,기술,-0.07,23,양가 단서
A254,"체험 행사, 효율 증가… 다만 불편 호소",amb,여가,0.07,22,양가 단서
P148,공원 공연 호조 완료,pos,여가,0.74,11,
N126,물가 상승 부진 우려,neg,경제,-0.77,11,
P116,배터리 효율 확대 강화,pos,기술,0.97,12,
P141,소규모 전시 개편 활성,pos,여가,0.92,12,
P017,연구 성과 지원 시작,pos,과학,0.84,11,
P150,업데이트 확대 강화,pos,기술,0.82,10,
P113,실험 시설 호조 시작,pos,과학,0.98,11,
A090,"헬스장 정책, 접근성 향상… 다만 학습 곡선",amb,건강,-0.02,24,양가 단서
A108,"도심 도로, 접근성 향상… 다만 제약 증가",amb,생활,-0.09,23,양가 단서
P032,실습 공간 확대 강화,pos,교육,0.81,11,
P085,운동 프로그램 도입 된다,pos,건강,0.98,13,
N022,도로 공사 연기 지속,neg,생활,-0.8,11,
A201,"신형 분석기, 편의 상승… 다만 학습 곡선",amb,과학,-0.08,23,양가 단서
A155,"클라우드 요금, 호응 확대… 다만 제약 증가",amb,기술,-0.13,24,양가 단서
A126,"공원 시설, 효율 증가… 다만 불편 호소",amb,생활,0.06,22,양가 단서
A204,"커리큘럼 개편, 호응 확대… 다만 불편 호소",amb,교육,0.07,24,양가 단서
A119,"모바일 기기, 만족도 개선… 다만 혼잡 우려",amb,기술,-0.04,24,양가 단서
A207,"클라우드 요금, 효율 증가… 다만 학습 곡선",amb,기술,-0.05,24,양가 단서
A218,"헬스장 정책, 편의 상승… 다만 불편 호소",amb,건강,0.07,23,양가 단서
A094,"도심 도로, 효율 증가… 다만 혼잡 우려",amb,생활,0.13,22,양가 단서
N050,진료 대기 취소 우려,neg,건강,-0.79,11,
P140,학습 동아리 호조 상승,pos,교육,0.88,12,
A197,"지원 제도, 호응 확대… 다만 제약 증가",amb,경제,-0.12,22,양가 단서
P010,관측 데이터 확대 완료,pos,과학,0.81,12,
A068,"관광 패스, 접근성 향상… 다만 비용 인상",amb,여가,-0.06,23,양가 단서
P055,가격 안정 증가 된다,pos,경제,0.86,11,
A162,"도심 도로, 호응 확대… 다만 학습 곡선",amb,생활,0.07,22,양가 단서
A023,"체험 행사, 효율 증가… 다만 비용 인상",amb,여가,-0.06,22,양가 단서
A272,"연구실 운영, 호응 확대… 다만 제약 증가",amb,교육,0.08,23,양가 단서
P144,대중교통 도입 활성,pos,생활,0.77,10,
N146,우천 예보 취소 확인,neg,여가,-0.88,11,
A265,"공원 시설, 효율 증가… 다만 비용 인상",amb,생활,0.04,22,양가 단서
N021,서버 장애 악화 우려,neg,기술,-0.97,11,
N028,쓰레기 수거 부진 증가,neg,생활,-0.95,12,
A199,"도심 도로, 효율 증가… 다만 제약 증가",amb,생활,-0.01,22,양가 단서
A287,"상권 재편, 효율 증가… 다만 혼잡 우려",amb,경제,-0.12,22,양가 단서
A134,"관측 계획, 만족도 개선… 다만 학습 곡선",amb,과학,-0.04,23,양가 단서
A093,"상권 재편, 편의 상승… 다만 불편 호소",amb,경제,-0.07,22,양가 단서
P142,소비 쿠폰 지원 활성,pos,경제,0.97,11,
A129,"전시 일정, 편의 상승… 다만 불편 호소",amb,여가,0.1,22,양가 단서
A262,"지역 축제, 접근성 향상… 다만 제약 증가",amb,생활,0.09,23,양가 단서
A224,"비용 구조, 만족도 개선… 다만 혼잡 우려",amb,경제,-0.11,23,양가 단서
P145,스트레스 관리 도입 활성,pos,건강,0.93,13,
A083,"평가 제도, 만족도 개선… 다만 불편 호소",amb,교육,-0.05,23,양가 단서
N038,등록금 인상 취소 확인,neg,교육,-0.79,12,
P120,도시 산책 도입 상승,pos,여가,0.79,11,
A013,"지역 축제, 효율 증가… 다만 학습 곡선",amb,생활,-0.08,22,양가 단서
N095,서버 장애 연기 예정,neg,기술,-0.9,11,
P121,생활 물가 확정 강화,pos,경제,0.91,11,
A263,"식습관 가이드, 편의 상승… 다만 비용 인상",amb,건강,0.01,24,양가 단서
P138,스트레스 관리 호조 강화,pos,건강,0.72,13,
P087,학습 동아리 호조 안착,pos,교육,0.79,12,
A005,"비용 구조, 만족도 개선… 다만 학습 곡선",amb,경제,-0.09,23,양가 단서
N027,물가 상승 취소 증가,neg,경제,-0.9,11,
A268,"공연 좌석, 효율 증가… 다만 혼잡 우려",amb,여가,-0.14,22,양가 단서
A061,"신형 분석기, 접근성 향상… 다만 비용 인상",amb,과학,0.01,24,양가 단서
A057,"비용 구조, 효율 증가… 다만 혼잡 우려",amb,경제,-0.12,22,양가 단서
A267,"데이터 공개, 접근성 향상… 다만 비용 인상",amb,과학,0.12,24,양가 단서
A102,"운동 캠페인, 호응 확대… 다만 불편 호소",amb,건강,-0.06,23,양가 단서
A098,"관광 패스, 만족도 개선… 다만 불편 호소",amb,여가,-0.14,23,양가 단서
A021,"신형 분석기, 접근성 향상… 다만 불편 호소",amb,과학,-0.02,24,양가 단서
A241,"관측 계획, 접근성 향상… 다만 비용 인상",amb,과학,0.11,23,양가 단서
A202,"전시 일정, 편의 상승… 다만 제약 증가",amb,여가,0.09,22,양가 단서
N119,실습 지연 중단 예정,neg,교육,-0.81,11,
P117,도서관 도입 완료,pos,생활,0.91,9,
A169,"연구실 운영, 호응 확대… 다만 비용 인상",amb,교육,-0.03,23,양가 단서
N052,자료 오류 연기 예정,neg,교육,-0.86,11,
A034,"평가 제도, 편의 상승… 다만 불편 호소",amb,교육,-0.07,22,양가 단서
A075,"관광 패스, 편의 상승… 다만 학습 곡선",amb,여가,0.04,22,양가 단서
N042,쓰레기 수거 논란 증가,neg,생활,-0.83,12,
A250,"보안 정책, 편의 상승… 다만 혼잡 우려",amb,기술,0.02,22,양가 단서
P105,보건소 지원 활성,pos,건강,0.9,9,
P065,연구 지원 개선 완료,pos,과학,0.98,11,
N136,진료 대기 부진 발생,neg,건강,-0.96,11,
N061,물가 상승 중단 증가,neg,경제,-0.94,11,
N070,의료 인력 논란 우려,neg,건강,-0.85,11,
P005,야외 영화 개편 완료,pos,여가,0.87,11,
A099,"지원 제도, 만족도 개선… 다만 제약 증가",amb,경제,-0.02,23,양가 단서
A140,"비용 구조, 만족도 개선… 다만 비용 인상",amb,경제,0.15,23,양가 단서
A161,"새 업데이트, 효율 증가… 다만 학습 곡선",amb,기술,-0.02,23,양가 단서
N053,시설 점검 악화 발생,neg,여가,-0.92,11,
P030,수면 습관 개선 활성,pos,건강,0.73,11,
A106,"비용 구조, 접근성 향상… 다만 불편 호소",amb,경제,0.07,23,양가 단서
A143,"도서관 규정, 접근성 향상… 다만 제약 증가",amb,교육,0.08,24,양가 단서
N041,버그 보고 파손 예정,neg,기술,-0.83,11,
N039,예약 폭주 부진 발생,neg,여가,-0.97,11,
A115,"검진 제도, 만족도 개선… 다만 제약 증가",amb,건강,0.14,23,양가 단서
N088,버그 보고 중단 증가,neg,기술,-0.95,11,
A174,"평가 제도, 효율 증가… 다만 학습 곡선",amb,교육,-0.01,22,양가 단서
A137,"비용 구조, 편의 상승… 다만 혼잡 우려",amb,경제,0.08,22,양가 단서
A274,"상권 재편, 편의 상승… 다만 비용 인상",amb,경제,-0.02,22,양가 단서
A039,"검진 제도, 호응 확대… 다만 학습 곡선",amb,건강,0.03,22,양가 단서
N014,속도 저하 연기 발생,neg,기술,-0.86,11,
A266,"식습관 가이드, 편의 상승… 다만 제약 증가",amb,건강,0.1,24,양가 단서
N029,검사 지연 취소 증가,neg,건강,-0.92,11,
A229,"소비 트렌드, 편의 상승… 다만 학습 곡선",amb,경제,-0.14,23,양가 단서
N100,환율 불안 지연 우려,neg,경제,-0.78,11,
N019,행사 취소 중단 예정,neg,여가,-0.79,11,
