id,text,type,topic,target_valence,length_char,notes
A248,데이터 분석 시스템이(가) 확장됐으나 비용 증가가 우려된다.,amb,과학,-0.01,33,모호 문장
A249,교수 평가 제도이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,교육,0.04,36,모호 문장
A250,체험 행사이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,여가,0.13,36,모호 문장
A251,창업 지원 제도이(가) 개선됐지만 일부 불편이 남아 있다.,amb,경제,-0.12,32,모호 문장
A252,네트워크 환경이(가) 확장됐으나 비용 증가가 우려된다.,amb,기술,0.09,30,모호 문장
A253,대중교통이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,생활,0.1,30,모호 문장
A254,식단 관리 정책이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,0.05,32,모호 문장
A255,신형 장비이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,과학,0.05,31,모호 문장
A256,장학 제도이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,교육,-0.12,33,모호 문장
A257,야외 영화제이(가) 호평과 비판을 동시에 받고 있다.,amb,여가,-0.09,29,모호 문장
A258,창업 지원 제도이(가) 확장됐으나 비용 증가가 우려된다.,amb,경제,0.09,31,모호 문장
A259,신형 스마트폰이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,기술,0.09,33,모호 문장
A260,대중교통이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,생활,0.12,32,모호 문장
A261,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,0.05,34,모호 문장
A262,기술 지원 프로그램이(가) 도입됐지만 효과는 아직 불분명하다.,amb,과학,-0.09,34,모호 문장
A263,온라인 수업이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,교육,-0.13,32,모호 문장
A264,전시 프로그램이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,여가,0.02,33,모호 문장
A265,가격 안정 대책이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,경제,-0.08,34,모호 문장
A266,신형 스마트폰이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,기술,-0.0,33,모호 문장
A267,공공시설이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,생활,-0.01,30,모호 문장
A268,건강검진 제도이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,건강,-0.08,33,모호 문장
A269,신형 장비이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,0.03,31,모호 문장
A270,교양 강좌이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,교육,0.1,36,모호 문장
A271,전시 프로그램이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,여가,-0.0,35,모호 문장
A272,가격 안정 대책이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,-0.04,34,모호 문장
A273,업데이트 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,기술,-0.1,33,모호 문장
A274,주차장이(가) 개선됐지만 일부 불편이 남아 있다.,amb,생활,-0.14,27,모호 문장
A275,보건소 서비스이(가) 확장됐으나 비용 증가가 우려된다.,amb,건강,0.09,30,모호 문장
A276,연구 프로젝트이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,과학,-0.0,33,모호 문장
A277,온라인 수업이(가) 개선됐지만 일부 불편이 남아 있다.,amb,교육,-0.09,30,모호 문장
A278,전시 프로그램이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,여가,-0.05,38,모호 문장
A279,가격 안정 대책이(가) 확장됐으나 비용 증가가 우려된다.,amb,경제,-0.01,31,모호 문장
A280,네트워크 환경이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,0.08,33,모호 문장
A281,대중교통이(가) 도입됐지만 효과는 아직 불분명하다.,amb,생활,-0.02,28,모호 문장
A282,병원 예약 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,건강,0.02,33,모호 문장
A283,데이터 분석 시스템이(가) 도입됐지만 효과는 아직 불분명하다.,amb,과학,-0.04,34,모호 문장
A284,교수 평가 제도이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,-0.05,34,모호 문장
A285,체험 행사이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,여가,-0.05,31,모호 문장
A286,소비 지원 정책이(가) 관심을 끌었지만 논란도 함께 제기됐다.,amb,경제,0.09,34,모호 문장
A287,클라우드 서비스이(가) 호평과 비판을 동시에 받고 있다.,amb,기술,-0.05,31,모호 문장
A288,주차장이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,생활,0.03,34,모호 문장
A289,보건소 서비스이(가) 개선됐지만 일부 불편이 남아 있다.,amb,건강,-0.03,31,모호 문장
A290,기술 지원 프로그램이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,과학,0.01,36,모호 문장
A291,교양 강좌이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,교육,-0.06,31,모호 문장
A292,문화 공연이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.09,29,모호 문장
A293,창업 지원 제도이(가) 활성화됐지만 운영 방식에는 의문이 남는다.,amb,경제,0.08,36,모호 문장
A294,보안 시스템이(가) 일부 개선됐으나 문제 해결은 미비하다.,amb,기술,0.12,32,모호 문장
A295,지역 축제이(가) 개편됐지만 사용자 평가는 나뉘고 있다.,amb,생활,0.04,31,모호 문장
A296,식단 관리 정책이(가) 기대를 모았으나 반응은 엇갈리고 있다.,amb,건강,-0.09,34,모호 문장
A297,실험 계획이(가) 순조롭게 진행되다가 예기치 못한 변수가 생겼다.,amb,과학,-0.12,36,모호 문장
A298,온라인 수업이(가) 개선됐지만 일부 불편이 남아 있다.,amb,교육,-0.02,30,모호 문장
A299,문화 공연이(가) 개선됐지만 일부 불편이 남아 있다.,amb,여가,-0.04,29,모호 문장
A300,소비 지원 정책이(가) 도입됐지만 효과는 아직 불분명하다.,amb,경제,0.02,32,모호 문장
